nominal_time,pv,timestamp,value
2026-06-09T22:00:00,USEG:UNDS:2150:KAct,2026-06-09T22:00:02,4.439109847028406
2026-06-09T22:00:00,USEG:UNDS:2250:KAct,2026-06-09T21:59:49,4.438388108970625
2026-06-09T22:00:00,USEG:UNDS:2350:KAct,2026-06-09T21:59:35,4.437678459603805
2026-06-09T22:00:00,USEG:UNDS:2450:KAct,2026-06-09T22:00:01,4.437022685322149
2026-06-09T22:00:00,USEG:UNDS:2550:KAct,2026-06-09T21:59:57,4.436252711082417
2026-06-09T22:00:00,USEG:UNDS:2650:KAct,2026-06-09T21:59:59,4.435594891756134
2026-06-09T22:00:00,USEG:UNDS:2750:KAct,2026-06-09T21:59:00,4.434844250407917
2026-06-09T22:00:00,USEG:UNDS:2850:KAct,2026-06-09T22:00:01,4.4341680173975755
2026-06-09T22:00:00,USEG:UNDS:2950:KAct,2026-06-09T22:00:02,4.433485519008413
2026-06-09T22:00:00,USEG:UNDS:3050:KAct,2026-06-09T22:00:02,4.432747298232821
2026-06-09T22:00:00,USEG:UNDS:3150:KAct,2026-06-09T21:59:47,4.4316395716547134
2026-06-09T22:00:00,USEG:UNDS:3250:KAct,2026-06-09T22:00:00,4.42964498483345
2026-06-09T22:00:00,USEG:UNDS:3350:KAct,2026-06-09T22:00:02,4.426855380513318
2026-06-09T22:00:00,USEG:UNDS:3450:KAct,2026-06-09T22:00:02,4.423188842953538
2026-06-09T22:00:00,USEG:UNDS:3650:KAct,2026-06-09T21:59:54,4.41870600878684
2026-06-09T22:00:00,USEG:UNDS:3750:KAct,2026-06-09T21:59:58,4.413403985518289
2026-06-09T22:00:00,USEG:UNDS:3850:KAct,2026-06-09T21:59:39,4.406872386543641
2026-06-09T22:00:00,USEG:UNDS:3950:KAct,2026-06-09T22:00:00,4.400297939635595
2026-06-09T22:00:00,USEG:UNDS:4050:KAct,2026-06-09T22:00:01,4.3921663188104665
2026-06-09T22:00:00,USEG:UNDS:4150:KAct,2026-06-09T21:59:59,4.38357666336661
2026-06-09T22:00:00,USEG:UNDS:4250:KAct,2026-06-09T22:00:02,4.374053812603837
2026-06-09T22:00:00,USEG:UNDS:4350:KAct,2026-06-09T22:00:02,5.3114728919557495
2026-06-09T22:00:00,USEG:UNDS:4450:KAct,2026-06-09T21:59:59,5.298165570209533
2026-06-09T22:00:00,USEG:UNDS:4550:KAct,2026-06-09T21:59:41,5.283627441140439
2026-06-09T22:00:00,USEG:UNDS:4650:KAct,2026-06-09T22:00:01,5.267813864929095
2026-06-09T22:00:00,USEG:UNDS:4750:KAct,2026-06-09T21:59:44,5.251410819656933
2026-06-09T22:15:00,USEG:UNDS:2150:KAct,2026-06-09T22:15:02,4.439112242533343
2026-06-09T22:15:00,USEG:UNDS:2250:KAct,2026-06-09T22:15:02,4.438391702466031
2026-06-09T22:15:00,USEG:UNDS:2350:KAct,2026-06-09T22:14:56,4.4376808549580655
2026-06-09T22:15:00,USEG:UNDS:2450:KAct,2026-06-09T22:14:59,4.437008316681569
2026-06-09T22:15:00,USEG:UNDS:2550:KAct,2026-06-09T22:15:00,4.4362486299689525
2026-06-09T22:15:00,USEG:UNDS:2650:KAct,2026-06-09T22:15:02,4.435633200866873
2026-06-09T22:15:00,USEG:UNDS:2750:KAct,2026-06-09T22:14:56,4.4348270195828245
2026-06-09T22:15:00,USEG:UNDS:2850:KAct,2026-06-09T22:14:38,4.434191469395108
2026-06-09T22:15:00,USEG:UNDS:2950:KAct,2026-06-09T22:14:58,4.43348192881669
2026-06-09T22:15:00,USEG:UNDS:3050:KAct,2026-06-09T22:13:30,4.432741314818805
2026-06-09T22:15:00,USEG:UNDS:3150:KAct,2026-06-09T22:14:50,4.431637909021402
2026-06-09T22:15:00,USEG:UNDS:3250:KAct,2026-06-09T22:15:00,4.429646180703922
2026-06-09T22:15:00,USEG:UNDS:3350:KAct,2026-06-09T22:15:02,4.42683100486422
2026-06-09T22:15:00,USEG:UNDS:3450:KAct,2026-06-09T22:13:56,4.423177649666135
2026-06-09T22:15:00,USEG:UNDS:3650:KAct,2026-06-09T22:15:01,4.418691688513954
2026-06-09T22:15:00,USEG:UNDS:3750:KAct,2026-06-09T22:14:54,4.413414712383807
